id,category,sub_category,order_date,sales
CD-12790,Office Supplies,Labels,2016-10-15,29.46
CD-12790,Office Supplies,Appliances,2016-10-15,868.59
CD-12790,Office Supplies,Paper,2016-10-15,12.96
CD-12790,Technology,Phones,2016-10-15,5.5
CD-12790,Office Supplies,Binders,2016-10-15,121.6
TT-21220,Office Supplies,Art,2015-04-06,42.048
TT-21220,Technology,Accessories,2015-04-06,25.488
TT-21220,Office Supplies,Binders,2015-04-06,6.9
TT-21220,Office Supplies,Binders,2015-04-06,9.648
TT-21220,Office Supplies,Paper,2015-04-06,7.968
DB-12910,Office Supplies,Paper,2014-10-24,10.368
DJ-13510,Office Supplies,Paper,2014-08-17,114.2
DJ-13510,Office Supplies,Binders,2014-08-17,17.96
DJ-13510,Office Supplies,Fasteners,2014-08-17,12.67
DJ-13510,Technology,Accessories,2014-08-17,339.96
DL-13495,Office Supplies,Storage,2017-08-15,1801.632
LO-17170,Technology,Accessories,2015-09-06,46.32
SV-20365,Furniture,Chairs,2015-01-27,181.986
SV-20365,Technology,Phones,2015-01-27,431.976
SV-20365,Technology,Phones,2015-01-27,155.37
EM-13810,Furniture,Chairs,2015-07-16,1348.704
EM-13810,Furniture,Chairs,2015-07-16,700.152
KD-16615,Furniture,Furnishings,2016-04-30,111.888
NB-18580,Office Supplies,Appliances,2014-09-26,143.952
AP-10720,Furniture,Bookcases,2016-09-08,173.94
AP-10720,Office Supplies,Labels,2016-09-08,14.76
JE-15745,Office Supplies,Storage,2017-04-16,205.92
JE-15745,Furniture,Bookcases,2017-04-16,102.833
JM-15865,Office Supplies,Art,2015-08-16,2.304
JM-15865,Technology,Phones,2015-08-16,1879.96
JM-15865,Office Supplies,Paper,2015-08-16,313.024
JM-15865,Office Supplies,Labels,2015-08-16,5.04
AB-10105,Furniture,Furnishings,2017-11-19,821.88
AB-10105,Office Supplies,Binders,2017-11-19,21.96
PN-18775,Office Supplies,Paper,2016-09-14,25.92
JC-15775,Technology,Phones,2016-08-15,705.544
PF-19165,Technology,Accessories,2015-09-26,50
BW-11110,Furniture,Furnishings,2016-10-08,51.712
BP-11185,Office Supplies,Appliances,2015-03-24,6.992
TM-21010,Furniture,Bookcases,2015-05-31,1406.86
TM-21010,Office Supplies,Labels,2015-05-31,15.75
TM-21010,Office Supplies,Storage,2015-05-31,323.1
MB-17305,Office Supplies,Labels,2015-12-25,9.216
MB-17305,Office Supplies,Paper,2015-12-25,10.368
HR-14830,Technology,Accessories,2015-03-17,15.02
HR-14830,Office Supplies,Storage,2015-03-17,33.82
BD-11635,Technology,Accessories,2017-12-21,71
SF-20200,Office Supplies,Binders,2017-11-01,25.12
SF-20200,Furniture,Tables,2017-11-01,2665.62
SP-20620,Office Supplies,Storage,2017-09-07,478.08
DR-12880,Technology,Phones,2017-12-27,164.388
DR-12880,Office Supplies,Art,2017-12-27,13.248
VM-21685,Office Supplies,Art,2017-07-16,2.912
CM-12235,Technology,Accessories,2016-08-12,1399.944
SM-20320,Furniture,Furnishings,2017-07-09,526.45
RA-19885,Office Supplies,Envelopes,2014-11-22,16.23
RA-19885,Office Supplies,Binders,2014-11-22,319.9
RA-19885,Office Supplies,Envelopes,2014-11-22,11.36
RA-19885,Office Supplies,Appliances,2014-11-22,675.12
SD-20485,Furniture,Furnishings,2014-01-26,62.82
SD-20485,Office Supplies,Storage,2014-01-26,489.92
SD-20485,Office Supplies,Paper,2014-01-26,19.44
SD-20485,Office Supplies,Paper,2014-01-26,16.68
SD-20485,Technology,Phones,2014-01-26,155.35
SD-20485,Furniture,Furnishings,2014-01-26,12.42
SD-20485,Technology,Phones,2014-01-26,187.98
CS-12250,Office Supplies,Envelopes,2015-11-03,6.608
RA-19285,Office Supplies,Storage,2017-06-30,248.57
RA-19285,Furniture,Furnishings,2017-06-30,22.23
BF-11005,Office Supplies,Storage,2016-05-05,5.98
BF-11005,Technology,Phones,2016-05-05,246.168
SE-20110,Furniture,Furnishings,2016-09-08,14.136
SE-20110,Furniture,Tables,2016-09-08,601.47
RS-19765,Technology,Phones,2017-11-24,79.1
RS-19765,Office Supplies,Binders,2017-11-24,327.84
BM-11650,Office Supplies,Envelopes,2017-05-13,180.96
BM-11650,Office Supplies,Binders,2017-05-13,914.97
BM-11650,Technology,Phones,2017-05-13,587.97
BM-11650,Office Supplies,Storage,2017-05-13,530.34
BM-11650,Office Supplies,Paper,2017-05-13,14.94
SK-19990,Office Supplies,Appliances,2017-04-23,121.94
SK-19990,Office Supplies,Supplies,2017-04-23,122.71
EN-13780,Office Supplies,Paper,2016-06-04,14.94
EN-13780,Technology,Machines,2016-06-04,1349.85
EN-13780,Furniture,Bookcases,2016-06-04,136.784
EN-13780,Furniture,Furnishings,2016-06-04,61.12
KN-16450,Office Supplies,Binders,2014-12-16,1.167
MG-17890,Office Supplies,Art,2016-03-04,16.99
MC-17590,Technology,Accessories,2014-11-25,24.672
MC-17590,Office Supplies,Labels,2014-11-25,2.52
MC-17590,Furniture,Tables,2014-11-25,1218.735
MC-17590,Office Supplies,Labels,2014-11-25,5.904
MC-17590,Office Supplies,Paper,2014-11-25,15.696
MC-17590,Furniture,Furnishings,2014-11-25,6.096
BO-11350,Furniture,Chairs,2016-04-28,41.568
AG-10300,Furniture,Chairs,2014-04-26,230.28
AG-10300,Office Supplies,Binders,2014-04-26,18.288
MS-17365,Office Supplies,Labels,2017-04-01,5.78
MS-17365,Office Supplies,Binders,2017-04-01,121.68
JM-15655,Office Supplies,Art,2017-12-22,4.17
JM-15655,Technology,Phones,2017-12-22,67.04
JM-15655,Office Supplies,Storage,2017-12-22,37.32
JM-15655,Office Supplies,Labels,2017-12-22,18.45
MC-17635,Office Supplies,Paper,2014-12-03,25.92
TA-21385,Technology,Copiers,2017-10-22,11199.968
TA-21385,Technology,Phones,2017-10-22,2399.6
TA-21385,Office Supplies,Envelopes,2017-10-22,63.9
TA-21385,Technology,Phones,2017-10-22,52.99
SB-20290,Technology,Accessories,2017-11-13,60.864
SB-20290,Technology,Machines,2017-11-13,652.995
SB-20290,Office Supplies,Binders,2017-11-13,11.22
AB-10150,Office Supplies,Paper,2015-09-10,14.94
JF-15295,Furniture,Furnishings,2017-05-15,39.96
JF-15295,Furniture,Chairs,2017-05-15,42.624
JF-15295,Furniture,Chairs,2017-05-15,220.96
BF-10975,Furniture,Furnishings,2015-07-05,4.928
BF-10975,Office Supplies,Binders,2015-07-05,7.23
TT-21265,Office Supplies,Storage,2015-08-15,323.1
SB-20170,Office Supplies,Paper,2017-06-12,19.04
SB-20170,Office Supplies,Binders,2017-06-12,13.128
SB-20170,Office Supplies,Art,2017-06-12,64.14
SB-20170,Furniture,Chairs,2017-06-12,858.24
LM-17065,Technology,Accessories,2015-02-20,29.99
KA-16525,Office Supplies,Paper,2016-12-29,186.048
BF-11170,Technology,Phones,2016-04-17,36.792
BF-11170,Furniture,Furnishings,2016-04-17,18.624
TB-21400,Furniture,Furnishings,2014-09-07,57.69
TB-21400,Office Supplies,Binders,2014-09-07,42.81
TB-21400,Office Supplies,Paper,2014-09-07,12.96
TB-21400,Furniture,Furnishings,2014-09-07,821.88
TB-21400,Technology,Phones,2014-09-07,104.85
SH-19975,Furniture,Bookcases,2016-09-26,424.9575
AS-10225,Office Supplies,Binders,2017-09-17,10.776
AS-10225,Office Supplies,Binders,2017-09-17,11.784
AS-10225,Office Supplies,Paper,2017-09-17,164.88
AS-10225,Furniture,Bookcases,2017-09-17,1292.94
AS-10225,Office Supplies,Binders,2017-09-17,25.584
AS-10225,Office Supplies,Storage,2017-09-17,261.74
AS-10225,Office Supplies,Labels,2017-09-17,14.4
PK-19075,Office Supplies,Envelopes,2016-08-16,10.86
HR-14830,Furniture,Chairs,2015-12-24,883.84
DG-13300,Technology,Phones,2017-11-28,1979.89
DG-13300,Office Supplies,Envelopes,2017-11-28,79.96
CL-12700,Office Supplies,Binders,2017-04-14,8.76
HF-14995,Office Supplies,Labels,2016-05-01,3.984
HF-14995,Furniture,Tables,2016-05-01,370.62
HF-14995,Office Supplies,Binders,2016-05-01,2.742
HG-15025,Technology,Accessories,2016-10-01,79.512
HG-15025,Office Supplies,Paper,2016-10-01,28.352
NL-18310,Furniture,Chairs,2015-08-25,40.784
NL-18310,Office Supplies,Appliances,2015-08-25,105.96
RR-19525,Office Supplies,Paper,2014-09-09,166.44
RR-19525,Furniture,Chairs,2014-09-09,785.88
RR-19525,Office Supplies,Paper,2014-09-09,26.2
RR-19525,Office Supplies,Storage,2014-09-09,1325.85
TC-21295,Office Supplies,Paper,2017-12-03,166.44
DB-13615,Office Supplies,Art,2017-11-27,8.76
DB-13615,Office Supplies,Appliances,2017-11-27,43.584
SV-20785,Office Supplies,Binders,2014-06-21,11.088
SV-20785,Office Supplies,Binders,2014-06-21,25.164
MH-18115,Office Supplies,Binders,2017-01-21,14.4
MH-18115,Technology,Accessories,2017-01-21,619.95
MH-18115,Office Supplies,Binders,2017-01-21,89.52
MH-18115,Technology,Machines,2017-01-21,350.973
MH-18115,Technology,Phones,2017-01-21,164.99
CT-11995,Office Supplies,Binders,2017-06-29,312.552
KB-16315,Office Supplies,Envelopes,2016-09-06,95.952
KB-16315,Office Supplies,Binders,2016-09-06,3.204
RA-19285,Office Supplies,Binders,2016-08-04,3.98
YC-21895,Office Supplies,Paper,2015-11-12,15.7
RA-19915,Office Supplies,Art,2014-06-30,5.248
CM-12160,Office Supplies,Binders,2017-12-04,5.346
CS-12130,Office Supplies,Paper,2016-08-28,15.48
CS-12130,Technology,Phones,2016-08-28,108.576
AJ-10795,Furniture,Furnishings,2016-01-22,109.9
DL-12865,Furniture,Furnishings,2014-10-15,15.384
BE-11410,Office Supplies,Paper,2016-02-07,30.352
SM-20320,Technology,Machines,2014-03-18,821.3
SM-20320,Technology,Machines,2014-03-18,22638.48
SM-20320,Office Supplies,Paper,2014-03-18,21.376
SM-20320,Office Supplies,Art,2014-03-18,8.016
SM-20320,Furniture,Furnishings,2014-03-18,30.768
SM-20320,Office Supplies,Fasteners,2014-03-18,18.936
SM-20320,Furniture,Furnishings,2014-03-18,122.352
RP-19390,Office Supplies,Paper,2014-05-24,116.28
JD-16015,Technology,Accessories,2017-07-11,132.6
AB-10255,Office Supplies,Supplies,2017-06-16,16.68
AB-10255,Office Supplies,Paper,2017-06-16,19.44
AB-10255,Office Supplies,Paper,2017-06-16,192.16
CC-12145,Furniture,Furnishings,2015-01-30,227.36
CC-12145,Technology,Machines,2015-01-30,1919.976
GH-14425,Office Supplies,Binders,2015-12-11,12.828
CP-12085,Furniture,Furnishings,2017-10-09,45.888
GM-14440,Office Supplies,Art,2017-07-29,60.12
LC-16885,Technology,Phones,2014-04-25,302.376
BT-11305,Office Supplies,Art,2015-12-01,13.9
CP-12085,Technology,Phones,2014-12-04,129.98
SC-20680,Technology,Accessories,2017-08-26,71.98
DK-13375,Technology,Phones,2014-09-07,377.97
SE-20110,Office Supplies,Storage,2017-12-21,124.36
LF-17185,Furniture,Furnishings,2014-12-06,23.976
ON-18715,Office Supplies,Fasteners,2014-11-04,8.376
ON-18715,Office Supplies,Appliances,2014-11-04,58.24
TB-21400,Office Supplies,Storage,2016-04-14,81.2
DF-13135,Office Supplies,Labels,2014-10-04,14.45
DF-13135,Office Supplies,Binders,2014-10-04,95.648
EP-13915,Technology,Phones,2017-11-07,359.97
EP-13915,Furniture,Tables,2017-11-07,350.352
SK-19990,Office Supplies,Binders,2017-12-22,1.641
SK-19990,Technology,Phones,2017-12-22,629.958
FH-14350,Office Supplies,Art,2017-02-13,6.63
FH-14350,Technology,Accessories,2017-02-13,799.96
FH-14350,Furniture,Furnishings,2017-02-13,107.53
EH-13945,Technology,Phones,2014-07-02,73.98
EH-13945,Office Supplies,Art,2014-07-02,5.58
JE-15715,Office Supplies,Paper,2015-02-21,49.12
KL-16645,Technology,Phones,2015-11-13,377.97
KL-16645,Office Supplies,Paper,2015-11-13,42.28
KL-16645,Furniture,Bookcases,2015-11-13,299.97
KL-16645,Technology,Phones,2015-11-13,89.98
EB-13750,Office Supplies,Supplies,2017-04-16,477.24
EB-13750,Technology,Accessories,2017-04-16,25.98
BD-11725,Office Supplies,Envelopes,2016-02-25,46.72
MS-17530,Furniture,Furnishings,2014-11-04,35.34
SC-20770,Furniture,Furnishings,2015-06-20,257.64
SC-20770,Technology,Phones,2015-06-20,125.976
FM-14380,Technology,Accessories,2017-08-07,79.992
KT-16480,Furniture,Tables,2014-05-12,700.056
AP-10720,Technology,Accessories,2015-11-22,27.168
RH-19555,Office Supplies,Binders,2015-12-04,8.226
CS-11950,Furniture,Chairs,2014-06-08,585.552
TM-21010,Office Supplies,Storage,2014-08-08,423.28
HF-14995,Furniture,Chairs,2014-05-26,225.296
GA-14515,Office Supplies,Art,2015-04-17,5.56
GA-14515,Technology,Accessories,2015-04-17,323.37
GA-14515,Technology,Phones,2015-04-17,783.96
GA-14515,Office Supplies,Appliances,2015-04-17,1447.65
GA-14515,Office Supplies,Paper,2015-04-17,11.96
ES-14020,Technology,Accessories,2016-06-11,239.97
JP-16135,Furniture,Furnishings,2016-03-11,76.92
JP-16135,Office Supplies,Storage,2016-03-11,481.32
Dp-13240,Office Supplies,Paper,2014-05-26,48.4
NK-18490,Technology,Accessories,2017-10-12,0.99
NK-18490,Office Supplies,Binders,2017-10-12,101.84
PL-18925,Office Supplies,Binders,2017-06-22,10.332
PL-18925,Office Supplies,Binders,2017-06-22,31.155
PL-18925,Office Supplies,Storage,2017-06-22,8.928
RW-19690,Office Supplies,Appliances,2017-01-15,34.384
RW-19690,Office Supplies,Appliances,2017-01-15,1924.16
MO-17950,Office Supplies,Appliances,2015-04-02,32.192
MO-17950,Technology,Accessories,2015-04-02,50.12
MO-17950,Technology,Accessories,2015-04-02,47.976
JJ-15445,Office Supplies,Storage,2016-09-03,54.5
BT-11680,Furniture,Furnishings,2017-12-10,19.104
RD-19585,Office Supplies,Binders,2016-11-22,49.44
ML-17755,Office Supplies,Paper,2017-11-11,10.368
JE-15745,Office Supplies,Storage,2016-10-21,154.44
ER-13855,Office Supplies,Appliances,2015-12-21,60.984
JM-15535,Furniture,Bookcases,2015-07-17,195.466
SS-20140,Furniture,Furnishings,2017-04-30,23.68
SS-20140,Technology,Accessories,2017-04-30,2.376
TC-21295,Office Supplies,Labels,2017-05-06,59.2
HG-15025,Office Supplies,Art,2017-11-20,22
LD-17005,Technology,Phones,2016-11-11,257.98
AS-10285,Technology,Phones,2016-11-05,23.988
MP-17965,Technology,Phones,2016-10-09,23.976
CD-12790,Furniture,Chairs,2015-09-21,601.536
CD-12790,Office Supplies,Fasteners,2015-09-21,7.9
MD-17860,Furniture,Furnishings,2014-12-02,58.36
MD-17860,Office Supplies,Art,2014-12-02,16.464
MD-17860,Furniture,Furnishings,2014-12-02,39.96
BM-11650,Office Supplies,Appliances,2014-09-21,25.96
BM-11650,Office Supplies,Appliances,2014-09-21,36.27
BM-11650,Office Supplies,Paper,2014-09-21,6.48
KN-16450,Technology,Phones,2014-04-12,1075.088
KN-16450,Technology,Phones,2014-04-12,438.368
KN-16450,Office Supplies,Binders,2014-04-12,18.088
KN-16450,Furniture,Bookcases,2014-04-12,308.499
IG-15085,Office Supplies,Art,2017-10-20,13.36
IG-15085,Office Supplies,Paper,2017-10-20,39.96
IG-15085,Office Supplies,Binders,2017-10-20,145.85
JS-15595,Technology,Phones,2016-10-25,783.96
GA-14725,Office Supplies,Art,2015-11-01,7.88
DL-13330,Furniture,Furnishings,2017-11-03,41.37
CS-12505,Office Supplies,Paper,2015-05-12,12.84
CS-12505,Office Supplies,Paper,2015-05-12,25.68
CC-12145,Furniture,Chairs,2015-09-07,47.516
MH-18025,Office Supplies,Fasteners,2015-07-25,9.42
MH-18025,Office Supplies,Paper,2015-07-25,12.96
MH-18025,Furniture,Bookcases,2015-07-25,704.9
MH-18025,Furniture,Chairs,2015-07-25,561.568
MP-18175,Office Supplies,Paper,2015-11-16,179.82
MP-18175,Furniture,Furnishings,2015-11-16,185.58
MP-18175,Furniture,Tables,2015-11-16,214.11
MP-18175,Technology,Accessories,2015-11-16,999.96
MP-18175,Furniture,Tables,2015-11-16,653.55
DR-12940,Office Supplies,Binders,2015-09-01,114.6
DR-12940,Furniture,Chairs,2015-09-01,60.74
DR-12940,Furniture,Furnishings,2015-09-01,124.36
DR-12940,Office Supplies,Storage,2015-09-01,1088.76
DM-13015,Office Supplies,Binders,2016-05-05,6.72
DM-13015,Furniture,Tables,2016-05-05,298.776
BD-11620,Technology,Phones,2016-12-31,302.376
DC-12850,Office Supplies,Art,2017-09-18,8.928
DC-12850,Office Supplies,Storage,2017-09-18,47.584
MT-18070,Office Supplies,Paper,2014-09-25,33.792
MT-18070,Furniture,Bookcases,2014-09-25,300.5328
MT-18070,Office Supplies,Binders,2014-09-25,2.724
MT-18070,Office Supplies,Envelopes,2014-09-25,3.264
MJ-17740,Office Supplies,Paper,2016-04-23,108.336
MJ-17740,Office Supplies,Storage,2016-04-23,55.92
MJ-17740,Office Supplies,Paper,2016-04-23,78.304
ND-18370,Office Supplies,Storage,2014-11-01,443.92
ND-18370,Technology,Phones,2014-11-01,155.976
CA-11965,Office Supplies,Art,2017-01-26,15.47
CA-11965,Office Supplies,Binders,2017-01-26,7.16
GA-14725,Office Supplies,Appliances,2017-11-11,10.89
GA-14725,Office Supplies,Paper,2017-11-11,19.44
GA-14725,Office Supplies,Binders,2017-11-11,121.6
TC-21295,Technology,Machines,2016-06-09,695.7
JB-15400,Office Supplies,Storage,2015-09-03,120.33
CK-12325,Furniture,Chairs,2014-03-14,1139.92
RL-19615,Office Supplies,Paper,2017-08-31,229.544
AC-10660,Office Supplies,Storage,2017-03-23,143.728
BH-11710,Technology,Accessories,2017-05-18,36.048
BG-11695,Furniture,Chairs,2016-12-27,845.488
XP-21865,Office Supplies,Art,2017-11-17,50.94
SN-20560,Office Supplies,Binders,2017-09-10,762.594
DM-13345,Furniture,Furnishings,2017-04-08,56.28
DM-13345,Office Supplies,Binders,2017-04-08,2690.97
AJ-10780,Office Supplies,Binders,2016-11-28,7.434
KC-16255,Office Supplies,Storage,2016-06-02,64.784
VF-21715,Office Supplies,Paper,2017-12-17,28.16
SV-20935,Furniture,Furnishings,2016-03-19,14.98
SV-20935,Furniture,Furnishings,2016-03-19,20.32
EM-13810,Office Supplies,Storage,2017-08-20,40.29
RB-19360,Office Supplies,Labels,2017-07-25,20.23
DJ-13510,Furniture,Chairs,2016-08-26,1603.136
CC-12370,Furniture,Chairs,2016-08-15,225.296
SC-20380,Technology,Accessories,2017-05-19,67.8
SC-20380,Technology,Phones,2017-05-19,377.97
SC-20380,Furniture,Bookcases,2017-05-19,1628.82
SC-20380,Office Supplies,Paper,2017-05-19,286.93
RH-19495,Office Supplies,Paper,2017-08-12,20.736
JK-15370,Office Supplies,Storage,2017-08-13,31.44
JK-15370,Office Supplies,Appliances,2017-08-13,83.79
JK-15370,Office Supplies,Art,2017-08-13,59.52
JK-15370,Office Supplies,Supplies,2017-08-13,31.92
AF-10885,Office Supplies,Supplies,2016-11-10,14.72
AF-10885,Office Supplies,Storage,2016-11-10,38.976
LC-16885,Furniture,Furnishings,2017-06-12,17.088
BF-11275,Office Supplies,Paper,2014-03-22,74.352
BF-11275,Furniture,Chairs,2014-03-22,314.352
SC-20800,Office Supplies,Art,2017-06-15,4.26
SW-20275,Office Supplies,Storage,2017-11-16,811.28
MC-17845,Office Supplies,Fasteners,2017-12-29,6.03
TD-20995,Furniture,Chairs,2016-01-21,153.568
TD-20995,Furniture,Chairs,2016-01-21,1013.488
Dp-13240,Office Supplies,Envelopes,2016-01-15,52.34
Dp-13240,Office Supplies,Art,2016-01-15,4.66
Dp-13240,Technology,Accessories,2016-01-15,254.97
SD-20485,Office Supplies,Binders,2016-09-19,25.44
SD-20485,Office Supplies,Supplies,2016-09-19,27.93
TM-21010,Office Supplies,Binders,2014-02-21,8.85
BK-11260,Furniture,Furnishings,2016-11-11,6.96
JF-15490,Office Supplies,Binders,2016-01-30,17.456
EP-13915,Furniture,Chairs,2016-10-18,307.92
EP-13915,Office Supplies,Art,2017-12-18,6.63
EP-13915,Office Supplies,Paper,2017-12-18,12.96
EP-13915,Office Supplies,Paper,2017-12-18,32.4
KH-16630,Office Supplies,Paper,2017-11-02,23.85
HG-14845,Furniture,Chairs,2014-04-29,51.96
HG-14845,Office Supplies,Binders,2014-04-29,17.94
JC-16105,Office Supplies,Paper,2017-10-23,11.56
JC-16105,Office Supplies,Paper,2017-10-23,26.4
JC-16105,Furniture,Furnishings,2017-10-23,69.08
JC-16105,Technology,Phones,2017-10-23,35.88
KM-16720,Office Supplies,Art,2014-03-30,49.65
EB-13975,Technology,Copiers,2016-01-04,959.968
PW-19240,Furniture,Chairs,2015-04-26,408.422
PG-18895,Technology,Copiers,2015-09-12,479.984
PG-18895,Office Supplies,Labels,2015-09-12,12.6
DB-12910,Office Supplies,Paper,2017-09-11,184.66
CR-12730,Office Supplies,Paper,2016-06-12,23.12
KH-16330,Office Supplies,Paper,2016-06-27,37.464
KH-16330,Furniture,Chairs,2016-06-27,539.658
CS-12400,Office Supplies,Storage,2014-09-26,310.12
DL-12925,Office Supplies,Paper,2017-11-03,8.56
DL-12925,Office Supplies,Storage,2017-11-03,52.4
DL-12925,Office Supplies,Labels,2017-11-03,14.94
ME-17725,Office Supplies,Fasteners,2017-02-19,11.22
VD-21670,Office Supplies,Appliances,2015-11-05,387.136
CK-12205,Office Supplies,Envelopes,2014-06-16,41.4
CK-12205,Office Supplies,Art,2014-06-16,35
CK-12205,Office Supplies,Binders,2014-06-16,39.552
DL-12925,Technology,Phones,2015-10-12,135.72
DL-12925,Office Supplies,Binders,2015-10-12,12.56
DL-12925,Technology,Phones,2015-10-12,263.96
SE-20110,Office Supplies,Art,2017-08-27,5.952
LS-17200,Office Supplies,Fasteners,2016-11-23,15.8
LS-17200,Furniture,Furnishings,2016-11-23,14.368
LS-17200,Furniture,Furnishings,2016-11-23,70.448
MM-17920,Office Supplies,Storage,2017-01-30,129.3
DB-13270,Office Supplies,Binders,2015-11-30,3.882
RW-19630,Office Supplies,Fasteners,2014-06-28,6.08
JM-16195,Office Supplies,Appliances,2014-09-02,19.9
JM-16195,Furniture,Furnishings,2014-09-02,70.71
BP-11155,Furniture,Furnishings,2017-07-10,18.84
CT-11995,Office Supplies,Art,2017-06-04,8.64
TH-21550,Office Supplies,Binders,2017-10-19,1633.188
ME-17320,Furniture,Furnishings,2017-11-18,19.76
TT-21220,Office Supplies,Binders,2015-08-08,6.608
TT-21220,Office Supplies,Binders,2015-08-08,7.28
TT-21220,Furniture,Chairs,2015-08-08,144.784
GT-14710,Technology,Phones,2016-12-06,156.792
GT-14710,Technology,Phones,2016-12-06,431.976
GT-14710,Office Supplies,Envelopes,2016-12-06,35.89
GT-14710,Office Supplies,Binders,2016-12-06,47.208
GT-14710,Office Supplies,Paper,2016-12-06,248.08
GT-14710,Office Supplies,Paper,2016-12-06,189.7
GT-14710,Office Supplies,Binders,2016-12-06,59.808
JD-16150,Furniture,Chairs,2017-03-25,90.99
JD-16150,Furniture,Chairs,2017-03-25,1526.56
JD-16150,Furniture,Chairs,2017-03-25,368.97
MC-18100,Office Supplies,Storage,2017-11-19,305.01
MC-18100,Furniture,Furnishings,2017-11-19,18.7
LH-17020,Furniture,Furnishings,2016-11-04,38.29
MP-18175,Furniture,Furnishings,2017-12-14,26.25
MP-18175,Office Supplies,Binders,2017-12-14,64.96
MP-18175,Office Supplies,Envelopes,2017-12-14,43.7
EM-14140,Technology,Accessories,2017-11-12,41.6
EM-14140,Office Supplies,Paper,2017-11-12,23.12
EM-14140,Furniture,Chairs,2017-11-12,113.888
EM-14140,Furniture,Furnishings,2017-11-12,113.568
EM-14140,Technology,Phones,2017-11-12,7.92
EM-14140,Technology,Phones,2017-11-12,671.984
GG-14650,Technology,Phones,2016-08-18,39.99
MA-17995,Furniture,Chairs,2017-06-27,191.646
SH-20395,Office Supplies,Binders,2017-05-04,2.313
KT-16465,Office Supplies,Binders,2015-12-24,19.936
KT-16465,Office Supplies,Fasteners,2015-12-24,45.92
PO-19180,Office Supplies,Paper,2017-04-26,20.34
PO-19180,Office Supplies,Labels,2017-04-26,39.28
AY-10555,Furniture,Chairs,2017-12-16,81.568
AY-10555,Furniture,Chairs,2017-12-16,97.184
AY-10555,Office Supplies,Binders,2017-12-16,24.32
AY-10555,Furniture,Furnishings,2017-12-16,18.96
Co-12640,Furniture,Furnishings,2014-12-27,32.952
Co-12640,Office Supplies,Storage,2014-12-27,30.016
JF-15565,Office Supplies,Appliances,2017-11-06,499.584
JF-15565,Office Supplies,Paper,2017-11-06,31.104
JF-15565,Office Supplies,Binders,2017-11-06,13.272
JF-15565,Furniture,Furnishings,2017-11-06,28.272
JF-15565,Office Supplies,Storage,2017-11-06,259.136
AR-10510,Office Supplies,Binders,2017-12-16,10.8
AG-10675,Furniture,Tables,2015-05-07,244.006
AG-10675,Office Supplies,Paper,2015-05-07,15.936
DV-13045,Furniture,Chairs,2017-12-04,188.552
HL-15040,Office Supplies,Storage,2017-10-03,22.58
ND-18370,Furniture,Chairs,2014-01-13,545.94
GB-14575,Office Supplies,Paper,2015-06-12,20.736
GB-14575,Furniture,Furnishings,2015-06-12,43.296
CL-12565,Furniture,Chairs,2014-07-12,123.136
CL-12565,Office Supplies,Binders,2014-07-12,11.264
RC-19960,Office Supplies,Storage,2014-12-06,53.424
RC-19960,Furniture,Tables,2014-12-06,275.49
JB-16045,Furniture,Furnishings,2016-05-25,24.96
JB-16045,Office Supplies,Paper,2016-05-25,19.36
JB-16045,Office Supplies,Storage,2016-05-25,1267.65
MC-17635,Technology,Accessories,2016-02-21,12.99
MC-17635,Office Supplies,Binders,2016-02-21,18.56
MC-17635,Office Supplies,Storage,2016-02-21,449.15
MC-17635,Office Supplies,Binders,2016-02-21,31.248
TT-21265,Office Supplies,Appliances,2016-10-02,61.44
MJ-17740,Office Supplies,Binders,2017-03-11,895.92
AT-10735,Office Supplies,Binders,2016-09-09,55.36
PB-19150,Office Supplies,Storage,2014-07-14,55.92
NW-18400,Office Supplies,Envelopes,2014-06-21,24.896
NW-18400,Furniture,Furnishings,2014-06-21,3.984
NW-18400,Technology,Accessories,2014-06-21,95.968
NW-18400,Technology,Machines,2014-06-21,206.991
NW-18400,Office Supplies,Appliances,2014-06-21,44.416
NW-18400,Office Supplies,Binders,2014-06-21,9.006
VP-21730,Office Supplies,Binders,2015-07-05,19
RD-19810,Office Supplies,Binders,2017-12-16,33.376
MG-17875,Office Supplies,Appliances,2016-09-08,207.48
PA-19060,Office Supplies,Binders,2014-05-17,91.68
CR-12730,Office Supplies,Appliances,2017-10-13,904.9
AA-10375,Office Supplies,Binders,2014-10-24,34.272
JG-15160,Furniture,Furnishings,2016-12-05,191.82
RR-19525,Office Supplies,Appliances,2016-07-25,243.88
SR-20425,Office Supplies,Binders,2017-04-17,12.03
SR-20425,Technology,Machines,2017-04-17,2549.985
SR-20425,Office Supplies,Binders,2017-04-17,21.594
SR-20425,Office Supplies,Binders,2017-04-17,8.964
SR-20425,Office Supplies,Paper,2017-04-17,20.736
LS-16975,Furniture,Tables,2015-09-17,344.22
MH-18115,Office Supplies,Storage,2016-08-23,727.296
MH-18115,Furniture,Furnishings,2016-08-23,22.608
MH-18115,Technology,Accessories,2016-08-23,666.4
SC-20095,Office Supplies,Fasteners,2015-11-08,5.04
SC-20095,Office Supplies,Paper,2015-11-08,92.94
SC-20095,Furniture,Furnishings,2015-11-08,66.69
SC-20095,Office Supplies,Binders,2015-11-08,91.68
JB-16000,Furniture,Bookcases,2017-11-17,327.7328
AC-10450,Office Supplies,Binders,2015-11-08,52.272
